5. Compare the MRR of the above PageRank algorithm with the MRR of a ranking of words based on their TF-IDF ranking scheme:
>> fName: 10119, word: analysi, tfIdf: 0.8304820237218407, tf: 0.25, idf: 3.3219280948873626, n: 10.0, df: 1.0
>> fName: 10119, word: implement, tfIdf: 0.3869880158145603, tf: 0.16666666666666666, idf: 2.321928094887362, n: 10.0, df: 2.0
>> fName: 10119, word: input, tfIdf: 0.27682734124061353, tf: 0.08333333333333333, idf: 3.3219280948873626, n: 10.0, df: 1.0
>> fName: 10119, word: kei, tfIdf: 0.19349400790728016, tf: 0.08333333333333333, idf: 2.321928094887362, n: 10.0, df: 2.0
>> fName: 10119, word: languag, tfIdf: 0.27682734124061353, tf: 0.08333333333333333, idf: 3.3219280948873626, n: 10.0, df: 1.0
>> fName: 10119, word: logic, tfIdf: 0.27682734124061353, tf: 0.08333333333333333, idf: 3.3219280948873626, n: 10.0, df: 1.0
>> fName: 10119, word: manual, tfIdf: 0.27682734124061353, tf: 0.08333333333333333, idf: 3.3219280948873626, n: 10.0, df: 1.0
>> fName: 10119, word: markup, tfIdf: 0.19349400790728016, tf: 0.08333333333333333, idf: 2.321928094887362, n: 10.0, df: 2.0
>> fName: 10119, word: net, tfIdf: 0.5536546824812271, tf: 0.16666666666666666, idf: 3.3219280948873626, n: 10.0, df: 1.0
>> fName: 10119, word: object, tfIdf: 0.27682734124061353, tf: 0.08333333333333333, idf: 3.3219280948873626, n: 10.0, df: 1.0
>> fName: 10119, word: ontologi, tfIdf: 0.19349400790728016, tf: 0.08333333333333333, idf: 2.321928094887362, n: 10.0, df: 2.0
>> fName: 10119, word: opportun, tfIdf: 0.27682734124061353, tf: 0.08333333333333333, idf: 3.3219280948873626, n: 10.0, df: 1.0
>> fName: 10119, word: petri, tfIdf: 0.5536546824812271, tf: 0.16666666666666666, idf: 3.3219280948873626, n: 10.0, df: 1.0
>> fName: 10119, word: point, tfIdf: 0.27682734124061353, tf: 0.08333333333333333, idf: 3.3219280948873626, n: 10.0, df: 1.0
>> fName: 10119, word: procedur, tfIdf: 0.27682734124061353, tf: 0.08333333333333333, idf: 3.3219280948873626, n: 10.0, df: 1.0
>> fName: 10119, word: program, tfIdf: 0.27682734124061353, tf: 0.08333333333333333, idf: 3.3219280948873626, n: 10.0, df: 1.0
>> fName: 10119, word: prolifer, tfIdf: 0.27682734124061353, tf: 0.08333333333333333, idf: 3.3219280948873626, n: 10.0, df: 1.0
>> fName: 10119, word: reason, tfIdf: 0.27682734124061353, tf: 0.08333333333333333, idf: 3.3219280948873626, n: 10.0, df: 1.0
>> fName: 10119, word: relev, tfIdf: 0.11016067457394686, tf: 0.08333333333333333, idf: 1.3219280948873624, n: 10.0, df: 4.0
>> fName: 10119, word: restric, tfIdf: 0.27682734124061353, tf: 0.08333333333333333, idf: 3.3219280948873626, n: 10.0, df: 1.0
>> fName: 10119, word: semant, tfIdf: 0.5789885313887354, tf: 0.3333333333333333, idf: 1.7369655941662063, n: 10.0, df: 3.0
>> fName: 10119, word: servic, tfIdf: 1.7369655941662063, tf: 1.0, idf: 1.7369655941662063, n: 10.0, df: 3.0
>> fName: 10119, word: simul, tfIdf: 0.2894942656943677, tf: 0.16666666666666666, idf: 1.7369655941662063, n: 10.0, df: 3.0
>> fName: 10119, word: standalon, tfIdf: 0.27682734124061353, tf: 0.08333333333333333, idf: 3.3219280948873626, n: 10.0, df: 1.0
>> fName: 10119, word: subset, tfIdf: 0.27682734124061353, tf: 0.08333333333333333, idf: 3.3219280948873626, n: 10.0, df: 1.0
>> fName: 10119, word: task, tfIdf: 0.5536546824812271, tf: 0.16666666666666666, idf: 3.3219280948873626, n: 10.0, df: 1.0
>> fName: 10119, word: techniqu, tfIdf: 0.11016067457394686, tf: 0.08333333333333333, idf: 1.3219280948873624, n: 10.0, df: 4.0
>> fName: 10119, word: technologi, tfIdf: 0.14474713284718385, tf: 0.08333333333333333, idf: 1.7369655941662063, n: 10.0, df: 3.0
>> fName: 10119, word: term, tfIdf: 0.27682734124061353, tf: 0.08333333333333333, idf: 3.3219280948873626, n: 10.0, df: 1.0
>> fName: 10119, word: test, tfIdf: 0.27682734124061353, tf: 0.08333333333333333, idf: 3.3219280948873626, n: 10.0, df: 1.0
>> fName: 10119, word: tool, tfIdf: 0.8304820237218407, tf: 0.25, idf: 3.3219280948873626, n: 10.0, df: 1.0
>> fName: 10119, word: verif, tfIdf: 0.5536546824812271, tf: 0.16666666666666666, idf: 3.3219280948873626, n: 10.0, df: 1.0
>> fName: 10119, word: web, tfIdf: 0.32192809488736235, tf: 1.0, idf: 0.32192809488736235, n: 10.0, df: 8.0
>> fName: 10119, word: webaccess, tfIdf: 0.27682734124061353, tf: 0.08333333333333333, idf: 3.3219280948873626, n: 10.0, df: 1.0
>> fName: 11785, word: applicationspecif, tfIdf: 0.3321928094887363, tf: 0.1, idf: 3.3219280948873626, n: 10.0, df: 1.0
>> fName: 11785, word: architectur, tfIdf: 0.46438561897747244, tf: 0.2, idf: 2.321928094887362, n: 10.0, df: 2.0
>> fName: 11785, word: combin, tfIdf: 0.3321928094887363, tf: 0.1, idf: 3.3219280948873626, n: 10.0, df: 1.0
>> fName: 11785, word: contentbas, tfIdf: 0.9965784284662087, tf: 0.3, idf: 3.3219280948873626, n: 10.0, df: 1.0
>> fName: 11785, word: context, tfIdf: 0.9965784284662087, tf: 0.3, idf: 3.3219280948873626, n: 10.0, df: 1.0
>> fName: 11785, word: current, tfIdf: 0.23219280948873622, tf: 0.1, idf: 2.321928094887362, n: 10.0, df: 2.0
>> fName: 11785, word: data, tfIdf: 0.17369655941662066, tf: 0.1, idf: 1.7369655941662063, n: 10.0, df: 3.0
>> fName: 11785, word: discus, tfIdf: 0.3321928094887363, tf: 0.1, idf: 3.3219280948873626, n: 10.0, df: 1.0
>> fName: 11785, word: evalu, tfIdf: 0.3321928094887363, tf: 0.1, idf: 3.3219280948873626, n: 10.0, df: 1.0
>> fName: 11785, word: explicit, tfIdf: 0.3321928094887363, tf: 0.1, idf: 3.3219280948873626, n: 10.0, df: 1.0
>> fName: 11785, word: fact, tfIdf: 0.3321928094887363, tf: 0.1, idf: 3.3219280948873626, n: 10.0, df: 1.0
>> fName: 11785, word: finegrain, tfIdf: 0.3321928094887363, tf: 0.1, idf: 3.3219280948873626, n: 10.0, df: 1.0
>> fName: 11785, word: flexibl, tfIdf: 0.3321928094887363, tf: 0.1, idf: 3.3219280948873626, n: 10.0, df: 1.0
>> fName: 11785, word: formul, tfIdf: 0.3321928094887363, tf: 0.1, idf: 3.3219280948873626, n: 10.0, df: 1.0
>> fName: 11785, word: futur, tfIdf: 0.23219280948873622, tf: 0.1, idf: 2.321928094887362, n: 10.0, df: 2.0
>> fName: 11785, word: huge, tfIdf: 0.3321928094887363, tf: 0.1, idf: 3.3219280948873626, n: 10.0, df: 1.0
>> fName: 11785, word: mechan, tfIdf: 0.9965784284662087, tf: 0.3, idf: 3.3219280948873626, n: 10.0, df: 1.0
>> fName: 11785, word: part, tfIdf: 0.3321928094887363, tf: 0.1, idf: 3.3219280948873626, n: 10.0, df: 1.0
>> fName: 11785, word: polici, tfIdf: 0.6643856189774726, tf: 0.2, idf: 3.3219280948873626, n: 10.0, df: 1.0
>> fName: 11785, word: poster, tfIdf: 0.3321928094887363, tf: 0.1, idf: 3.3219280948873626, n: 10.0, df: 1.0
>> fName: 11785, word: rate, tfIdf: 0.46438561897747244, tf: 0.2, idf: 2.321928094887362, n: 10.0, df: 2.0
>> fName: 11785, word: relev, tfIdf: 0.13219280948873624, tf: 0.1, idf: 1.3219280948873624, n: 10.0, df: 4.0
>> fName: 11785, word: reput, tfIdf: 0.46438561897747244, tf: 0.2, idf: 2.321928094887362, n: 10.0, df: 2.0
>> fName: 11785, word: semant, tfIdf: 0.5210896782498619, tf: 0.3, idf: 1.7369655941662063, n: 10.0, df: 3.0
>> fName: 11785, word: subject, tfIdf: 0.3321928094887363, tf: 0.1, idf: 3.3219280948873626, n: 10.0, df: 1.0
>> fName: 11785, word: taskspecif, tfIdf: 0.3321928094887363, tf: 0.1, idf: 3.3219280948873626, n: 10.0, df: 1.0
>> fName: 11785, word: trust, tfIdf: 2.321928094887362, tf: 1.0, idf: 2.321928094887362, n: 10.0, df: 2.0
>> fName: 11785, word: usag, tfIdf: 0.3321928094887363, tf: 0.1, idf: 3.3219280948873626, n: 10.0, df: 1.0
>> fName: 11785, word: web, tfIdf: 0.0965784284662087, tf: 0.3, idf: 0.32192809488736235, n: 10.0, df: 8.0
>> fName: 12102, word: advanc, tfIdf: 0.23728057820624018, tf: 0.07142857142857142, idf: 3.3219280948873626, n: 10.0, df: 1.0
>> fName: 12102, word: algorithm, tfIdf: 0.0944234353490973, tf: 0.07142857142857142, idf: 1.3219280948873624, n: 10.0, df: 4.0
>> fName: 12102, word: analyt, tfIdf: 0.23728057820624018, tf: 0.07142857142857142, idf: 3.3219280948873626, n: 10.0, df: 1.0
>> fName: 12102, word: annot, tfIdf: 0.6634080271106749, tf: 0.2857142857142857, idf: 2.321928094887362, n: 10.0, df: 2.0
>> fName: 12102, word: approach, tfIdf: 0.33170401355533746, tf: 0.14285714285714285, idf: 2.321928094887362, n: 10.0, df: 2.0
>> fName: 12102, word: architectur, tfIdf: 0.16585200677766873, tf: 0.07142857142857142, idf: 2.321928094887362, n: 10.0, df: 2.0
>> fName: 12102, word: area, tfIdf: 0.16585200677766873, tf: 0.07142857142857142, idf: 2.321928094887362, n: 10.0, df: 2.0
>> fName: 12102, word: basi, tfIdf: 0.23728057820624018, tf: 0.07142857142857142, idf: 3.3219280948873626, n: 10.0, df: 1.0
>> fName: 12102, word: composi, tfIdf: 0.33170401355533746, tf: 0.14285714285714285, idf: 2.321928094887362, n: 10.0, df: 2.0
>> fName: 12102, word: critic, tfIdf: 0.47456115641248037, tf: 0.14285714285714285, idf: 3.3219280948873626, n: 10.0, df: 1.0
>> fName: 12102, word: current, tfIdf: 0.16585200677766873, tf: 0.07142857142857142, idf: 2.321928094887362, n: 10.0, df: 2.0
>> fName: 12102, word: data, tfIdf: 0.3722069130356156, tf: 0.21428571428571427, idf: 1.7369655941662063, n: 10.0, df: 3.0
>> fName: 12102, word: descrip, tfIdf: 0.16585200677766873, tf: 0.07142857142857142, idf: 2.321928094887362, n: 10.0, df: 2.0
>> fName: 12102, word: discoveri, tfIdf: 0.47456115641248037, tf: 0.14285714285714285, idf: 3.3219280948873626, n: 10.0, df: 1.0
>> fName: 12102, word: domain, tfIdf: 0.47456115641248037, tf: 0.14285714285714285, idf: 3.3219280948873626, n: 10.0, df: 1.0
>> fName: 12102, word: empir, tfIdf: 0.23728057820624018, tf: 0.07142857142857142, idf: 3.3219280948873626, n: 10.0, df: 1.0
>> fName: 12102, word: file, tfIdf: 0.16585200677766873, tf: 0.07142857142857142, idf: 2.321928094887362, n: 10.0, df: 2.0
>> fName: 12102, word: fledgl, tfIdf: 0.23728057820624018, tf: 0.07142857142857142, idf: 3.3219280948873626, n: 10.0, df: 1.0
>> fName: 12102, word: framework, tfIdf: 0.6634080271106749, tf: 0.2857142857142857, idf: 2.321928094887362, n: 10.0, df: 2.0
>> fName: 12102, word: heterogen, tfIdf: 0.23728057820624018, tf: 0.07142857142857142, idf: 3.3219280948873626, n: 10.0, df: 1.0
>> fName: 12102, word: idea, tfIdf: 0.23728057820624018, tf: 0.07142857142857142, idf: 3.3219280948873626, n: 10.0, df: 1.0
>> fName: 12102, word: infrastructur, tfIdf: 0.16585200677766873, tf: 0.07142857142857142, idf: 2.321928094887362, n: 10.0, df: 2.0
>> fName: 12102, word: integr, tfIdf: 0.23728057820624018, tf: 0.07142857142857142, idf: 3.3219280948873626, n: 10.0, df: 1.0
>> fName: 12102, word: interoper, tfIdf: 0.23728057820624018, tf: 0.07142857142857142, idf: 3.3219280948873626, n: 10.0, df: 1.0
>> fName: 12102, word: meteor, tfIdf: 0.47456115641248037, tf: 0.14285714285714285, idf: 3.3219280948873626, n: 10.0, df: 1.0
>> fName: 12102, word: mwsaf, tfIdf: 0.23728057820624018, tf: 0.07142857142857142, idf: 3.3219280948873626, n: 10.0, df: 1.0
>> fName: 12102, word: ontologi, tfIdf: 0.6634080271106749, tf: 0.2857142857142857, idf: 2.321928094887362, n: 10.0, df: 2.0
>> fName: 12102, word: orchestr, tfIdf: 0.23728057820624018, tf: 0.07142857142857142, idf: 3.3219280948873626, n: 10.0, df: 1.0
>> fName: 12102, word: orient, tfIdf: 0.23728057820624018, tf: 0.07142857142857142, idf: 3.3219280948873626, n: 10.0, df: 1.0
>> fName: 12102, word: paper, tfIdf: 0.0944234353490973, tf: 0.07142857142857142, idf: 1.3219280948873624, n: 10.0, df: 4.0
>> fName: 12102, word: perform, tfIdf: 0.16585200677766873, tf: 0.07142857142857142, idf: 2.321928094887362, n: 10.0, df: 2.0
>> fName: 12102, word: process, tfIdf: 0.23728057820624018, tf: 0.07142857142857142, idf: 3.3219280948873626, n: 10.0, df: 1.0
>> fName: 12102, word: promis, tfIdf: 0.47456115641248037, tf: 0.14285714285714285, idf: 3.3219280948873626, n: 10.0, df: 1.0
>> fName: 12102, word: qualit, tfIdf: 0.23728057820624018, tf: 0.07142857142857142, idf: 3.3219280948873626, n: 10.0, df: 1.0
>> fName: 12102, word: relat, tfIdf: 0.16585200677766873, tf: 0.07142857142857142, idf: 2.321928094887362, n: 10.0, df: 2.0
>> fName: 12102, word: relev, tfIdf: 0.1888468706981946, tf: 0.14285714285714285, idf: 1.3219280948873624, n: 10.0, df: 4.0
>> fName: 12102, word: requir, tfIdf: 0.23728057820624018, tf: 0.07142857142857142, idf: 3.3219280948873626, n: 10.0, df: 1.0
>> fName: 12102, word: resourc, tfIdf: 0.23728057820624018, tf: 0.07142857142857142, idf: 3.3219280948873626, n: 10.0, df: 1.0
>> fName: 12102, word: scalabl, tfIdf: 0.23728057820624018, tf: 0.07142857142857142, idf: 3.3219280948873626, n: 10.0, df: 1.0
>> fName: 12102, word: scope, tfIdf: 0.23728057820624018, tf: 0.07142857142857142, idf: 3.3219280948873626, n: 10.0, df: 1.0
>> fName: 12102, word: search, tfIdf: 0.23728057820624018, tf: 0.07142857142857142, idf: 3.3219280948873626, n: 10.0, df: 1.0
>> fName: 12102, word: semant, tfIdf: 0.7444138260712312, tf: 0.42857142857142855, idf: 1.7369655941662063, n: 10.0, df: 3.0
>> fName: 12102, word: servic, tfIdf: 1.7369655941662063, tf: 1.0, idf: 1.7369655941662063, n: 10.0, df: 3.0
>> fName: 12102, word: soap, tfIdf: 0.23728057820624018, tf: 0.07142857142857142, idf: 3.3219280948873626, n: 10.0, df: 1.0
>> fName: 12102, word: solution, tfIdf: 0.12406897101187188, tf: 0.07142857142857142, idf: 1.7369655941662063, n: 10.0, df: 3.0
>> fName: 12102, word: standard, tfIdf: 0.16585200677766873, tf: 0.07142857142857142, idf: 2.321928094887362, n: 10.0, df: 2.0
>> fName: 12102, word: step, tfIdf: 0.47456115641248037, tf: 0.14285714285714285, idf: 3.3219280948873626, n: 10.0, df: 1.0
>> fName: 12102, word: studi, tfIdf: 0.23728057820624018, tf: 0.07142857142857142, idf: 3.3219280948873626, n: 10.0, df: 1.0
>> fName: 12102, word: technolog, tfIdf: 0.23728057820624018, tf: 0.07142857142857142, idf: 3.3219280948873626, n: 10.0, df: 1.0
>> fName: 12102, word: technologi, tfIdf: 0.3722069130356156, tf: 0.21428571428571427, idf: 1.7369655941662063, n: 10.0, df: 3.0
>> fName: 12102, word: uddi, tfIdf: 0.23728057820624018, tf: 0.07142857142857142, idf: 3.3219280948873626, n: 10.0, df: 1.0
>> fName: 12102, word: varieti, tfIdf: 0.16585200677766873, tf: 0.07142857142857142, idf: 2.321928094887362, n: 10.0, df: 2.0
>> fName: 12102, word: web, tfIdf: 0.32192809488736235, tf: 1.0, idf: 0.32192809488736235, n: 10.0, df: 8.0
>> fName: 12102, word: wide, tfIdf: 0.23728057820624018, tf: 0.07142857142857142, idf: 3.3219280948873626, n: 10.0, df: 1.0
>> fName: 12102, word: workabl, tfIdf: 0.23728057820624018, tf: 0.07142857142857142, idf: 3.3219280948873626, n: 10.0, df: 1.0
>> fName: 12102, word: world, tfIdf: 0.23728057820624018, tf: 0.07142857142857142, idf: 3.3219280948873626, n: 10.0, df: 1.0
>> fName: 12102, word: wsdl, tfIdf: 0.47456115641248037, tf: 0.14285714285714285, idf: 3.3219280948873626, n: 10.0, df: 1.0
>> fName: 12102, word: year, tfIdf: 0.23728057820624018, tf: 0.07142857142857142, idf: 3.3219280948873626, n: 10.0, df: 1.0
>> fName: 13109, word: adapt, tfIdf: 1.245723035582761, tf: 0.375, idf: 3.3219280948873626, n: 10.0, df: 1.0
>> fName: 13109, word: alter, tfIdf: 0.41524101186092033, tf: 0.125, idf: 3.3219280948873626, n: 10.0, df: 1.0
>> fName: 13109, word: autoposi, tfIdf: 0.41524101186092033, tf: 0.125, idf: 3.3219280948873626, n: 10.0, df: 1.0
>> fName: 13109, word: bottom, tfIdf: 0.41524101186092033, tf: 0.125, idf: 3.3219280948873626, n: 10.0, df: 1.0
>> fName: 13109, word: brows, tfIdf: 0.2902410118609203, tf: 0.125, idf: 2.321928094887362, n: 10.0, df: 2.0
>> fName: 13109, word: conven, tfIdf: 0.8304820237218407, tf: 0.25, idf: 3.3219280948873626, n: 10.0, df: 1.0
>> fName: 13109, word: desktop, tfIdf: 0.41524101186092033, tf: 0.125, idf: 3.3219280948873626, n: 10.0, df: 1.0
>> fName: 13109, word: detail, tfIdf: 0.41524101186092033, tf: 0.125, idf: 3.3219280948873626, n: 10.0, df: 1.0
>> fName: 13109, word: devic, tfIdf: 1.7414460711655217, tf: 0.75, idf: 2.321928094887362, n: 10.0, df: 2.0
>> fName: 13109, word: displai, tfIdf: 0.41524101186092033, tf: 0.125, idf: 3.3219280948873626, n: 10.0, df: 1.0
>> fName: 13109, word: experi, tfIdf: 0.2902410118609203, tf: 0.125, idf: 2.321928094887362, n: 10.0, df: 2.0
>> fName: 13109, word: experiment, tfIdf: 0.2902410118609203, tf: 0.125, idf: 2.321928094887362, n: 10.0, df: 2.0
>> fName: 13109, word: factor, tfIdf: 0.41524101186092033, tf: 0.125, idf: 3.3219280948873626, n: 10.0, df: 1.0
>> fName: 13109, word: form, tfIdf: 0.2902410118609203, tf: 0.125, idf: 2.321928094887362, n: 10.0, df: 2.0
>> fName: 13109, word: global, tfIdf: 0.2902410118609203, tf: 0.125, idf: 2.321928094887362, n: 10.0, df: 2.0
>> fName: 13109, word: hierarchi, tfIdf: 0.41524101186092033, tf: 0.125, idf: 3.3219280948873626, n: 10.0, df: 1.0
>> fName: 13109, word: inconveni, tfIdf: 0.41524101186092033, tf: 0.125, idf: 3.3219280948873626, n: 10.0, df: 1.0
>> fName: 13109, word: index, tfIdf: 0.41524101186092033, tf: 0.125, idf: 3.3219280948873626, n: 10.0, df: 1.0
>> fName: 13109, word: inform, tfIdf: 0.2902410118609203, tf: 0.125, idf: 2.321928094887362, n: 10.0, df: 2.0
>> fName: 13109, word: larg, tfIdf: 0.2902410118609203, tf: 0.125, idf: 2.321928094887362, n: 10.0, df: 2.0
>> fName: 13109, word: level, tfIdf: 1.245723035582761, tf: 0.375, idf: 3.3219280948873626, n: 10.0, df: 1.0
>> fName: 13109, word: mind, tfIdf: 0.41524101186092033, tf: 0.125, idf: 3.3219280948873626, n: 10.0, df: 1.0
>> fName: 13109, word: mobil, tfIdf: 1.245723035582761, tf: 0.375, idf: 3.3219280948873626, n: 10.0, df: 1.0
>> fName: 13109, word: navig, tfIdf: 0.41524101186092033, tf: 0.125, idf: 3.3219280948873626, n: 10.0, df: 1.0
>> fName: 13109, word: page, tfIdf: 2.321928094887362, tf: 1.0, idf: 2.321928094887362, n: 10.0, df: 2.0
>> fName: 13109, word: paper, tfIdf: 0.1652410118609203, tf: 0.125, idf: 1.3219280948873624, n: 10.0, df: 4.0
>> fName: 13109, word: pc, tfIdf: 0.41524101186092033, tf: 0.125, idf: 3.3219280948873626, n: 10.0, df: 1.0
>> fName: 13109, word: read, tfIdf: 0.41524101186092033, tf: 0.125, idf: 3.3219280948873626, n: 10.0, df: 1.0
>> fName: 13109, word: relat, tfIdf: 0.2902410118609203, tf: 0.125, idf: 2.321928094887362, n: 10.0, df: 2.0
>> fName: 13109, word: represent, tfIdf: 0.41524101186092033, tf: 0.125, idf: 3.3219280948873626, n: 10.0, df: 1.0
>> fName: 13109, word: result, tfIdf: 0.2902410118609203, tf: 0.125, idf: 2.321928094887362, n: 10.0, df: 2.0
>> fName: 13109, word: scheme, tfIdf: 0.41524101186092033, tf: 0.125, idf: 3.3219280948873626, n: 10.0, df: 1.0
>> fName: 13109, word: screen, tfIdf: 0.8304820237218407, tf: 0.25, idf: 3.3219280948873626, n: 10.0, df: 1.0
>> fName: 13109, word: scrollingbyblock, tfIdf: 0.41524101186092033, tf: 0.125, idf: 3.3219280948873626, n: 10.0, df: 1.0
>> fName: 13109, word: set, tfIdf: 0.2171206992707758, tf: 0.125, idf: 1.7369655941662063, n: 10.0, df: 3.0
>> fName: 13109, word: small, tfIdf: 1.6609640474436813, tf: 0.5, idf: 3.3219280948873626, n: 10.0, df: 1.0
>> fName: 13109, word: smallformfactor, tfIdf: 0.41524101186092033, tf: 0.125, idf: 3.3219280948873626, n: 10.0, df: 1.0
>> fName: 13109, word: split, tfIdf: 0.41524101186092033, tf: 0.125, idf: 3.3219280948873626, n: 10.0, df: 1.0
>> fName: 13109, word: structur, tfIdf: 0.8304820237218407, tf: 0.25, idf: 3.3219280948873626, n: 10.0, df: 1.0
>> fName: 13109, word: subpag, tfIdf: 0.41524101186092033, tf: 0.125, idf: 3.3219280948873626, n: 10.0, df: 1.0
>> fName: 13109, word: suitabl, tfIdf: 0.2902410118609203, tf: 0.125, idf: 2.321928094887362, n: 10.0, df: 2.0
>> fName: 13109, word: techniqu, tfIdf: 0.1652410118609203, tf: 0.125, idf: 1.3219280948873624, n: 10.0, df: 4.0
>> fName: 13109, word: thumbnail, tfIdf: 0.41524101186092033, tf: 0.125, idf: 3.3219280948873626, n: 10.0, df: 1.0
>> fName: 13109, word: top, tfIdf: 0.41524101186092033, tf: 0.125, idf: 3.3219280948873626, n: 10.0, df: 1.0
>> fName: 13109, word: unit, tfIdf: 0.41524101186092033, tf: 0.125, idf: 3.3219280948873626, n: 10.0, df: 1.0
>> fName: 13109, word: user, tfIdf: 0.2902410118609203, tf: 0.125, idf: 2.321928094887362, n: 10.0, df: 2.0
>> fName: 13109, word: view, tfIdf: 0.8304820237218407, tf: 0.25, idf: 3.3219280948873626, n: 10.0, df: 1.0
>> fName: 13109, word: web, tfIdf: 0.2816870830264421, tf: 0.875, idf: 0.32192809488736235, n: 10.0, df: 8.0
>> fName: 14249, word: algorithm, tfIdf: 0.3304820237218406, tf: 0.25, idf: 1.3219280948873624, n: 10.0, df: 4.0
>> fName: 14249, word: assign, tfIdf: 0.8304820237218407, tf: 0.25, idf: 3.3219280948873626, n: 10.0, df: 1.0
>> fName: 14249, word: bandwidth, tfIdf: 3.3219280948873626, tf: 1.0, idf: 3.3219280948873626, n: 10.0, df: 1.0
>> fName: 14249, word: crawler, tfIdf: 2.491446071165522, tf: 0.75, idf: 3.3219280948873626, n: 10.0, df: 1.0
>> fName: 14249, word: design, tfIdf: 0.8304820237218407, tf: 0.25, idf: 3.3219280948873626, n: 10.0, df: 1.0
>> fName: 14249, word: download, tfIdf: 0.5804820237218405, tf: 0.25, idf: 2.321928094887362, n: 10.0, df: 2.0
>> fName: 14249, word: effect, tfIdf: 0.8304820237218407, tf: 0.25, idf: 3.3219280948873626, n: 10.0, df: 1.0
>> fName: 14249, word: experiment, tfIdf: 0.5804820237218405, tf: 0.25, idf: 2.321928094887362, n: 10.0, df: 2.0
>> fName: 14249, word: fetcher, tfIdf: 0.8304820237218407, tf: 0.25, idf: 3.3219280948873626, n: 10.0, df: 1.0
>> fName: 14249, word: futur, tfIdf: 0.5804820237218405, tf: 0.25, idf: 2.321928094887362, n: 10.0, df: 2.0
>> fName: 14249, word: number, tfIdf: 0.4342413985415516, tf: 0.25, idf: 1.7369655941662063, n: 10.0, df: 3.0
>> fName: 14249, word: optim, tfIdf: 0.5804820237218405, tf: 0.25, idf: 2.321928094887362, n: 10.0, df: 2.0
>> fName: 14249, word: order, tfIdf: 0.8304820237218407, tf: 0.25, idf: 3.3219280948873626, n: 10.0, df: 1.0
>> fName: 14249, word: paper, tfIdf: 0.3304820237218406, tf: 0.25, idf: 1.3219280948873624, n: 10.0, df: 4.0
>> fName: 14249, word: predic, tfIdf: 0.8304820237218407, tf: 0.25, idf: 3.3219280948873626, n: 10.0, df: 1.0
